openTime,open,high,low,close,volumn,closeTime,quote_volumn,count,taker_buy_volumn,taker_buy_quote_volumn,ignore
2025-08-24 11:30:00,1.0,1.0001,0.9999,1.0,102489.0,1756035899999,102490.8413,55,100967.0,100968.887,0
2025-08-24 11:45:00,1.0,1.0001,1.0,1.0,21538.0,1756036799999,21538.003,21,30.0,30.003,0
2025-08-24 12:00:00,1.0001,1.0001,1.0,1.0,108207.0,1756037699999,108207.0554,33,554.0,554.0554,0
2025-08-24 12:15:00,1.0,1.0001,1.0,1.0,77869.0,1756038599999,77869.5511,31,5511.0,5511.5511,0
2025-08-24 12:30:00,1.0,1.0001,1.0,1.0,47350.0,1756039499999,47350.0122,31,122.0,122.0122,0
2025-08-24 12:45:00,1.0001,1.0001,1.0,1.0,27781.0,1756040399999,27783.4926,23,24926.0,24928.4926,0
2025-08-24 13:00:00,1.0,1.0001,1.0,1.0001,3277.0,1756041299999,3277.2076,30,2076.0,2076.2076,0
2025-08-24 13:15:00,1.0001,1.0001,1.0,1.0,25219.0,1756042199999,25219.5889,38,5889.0,5889.5889,0
2025-08-24 13:30:00,1.0,1.0001,1.0,1.0,7700.0,1756043099999,7700.3923,71,3923.0,3923.3923,0
2025-08-24 13:45:00,1.0,1.0001,1.0,1.0,18048.0,1756043999999,18048.1106,58,1106.0,1106.1106,0
2025-08-24 14:00:00,1.0001,1.0001,1.0,1.0001,199610.0,1756044899999,199617.101,90,71010.0,71017.101,0
2025-08-24 14:15:00,1.0001,1.0001,1.0,1.0,91916.0,1756045799999,91916.0036,45,36.0,36.0036,0
2025-08-24 14:30:00,1.0,1.0001,1.0,1.0,24665.0,1756046699999,24665.1571,24,1571.0,1571.1571,0
2025-08-24 14:45:00,1.0,1.0001,1.0,1.0,4848.0,1756047599999,4848.0339,23,339.0,339.0339,0
2025-08-24 15:00:00,1.0,1.0001,1.0,1.0,33572.0,1756048499999,33573.4614,50,14614.0,14615.4614,0
2025-08-24 15:15:00,1.0001,1.0001,1.0,1.0,5744.0,1756049399999,5744.081,40,810.0,810.081,0
2025-08-24 15:30:00,1.0001,1.0001,1.0,1.0,16538.0,1756050299999,16538.5289,78,5289.0,5289.5289,0
2025-08-24 15:45:00,1.0,1.0001,1.0,1.0,8780.0,1756051199999,8780.5093,24,5093.0,5093.5093,0
2025-08-24 16:00:00,1.0,1.0001,1.0,1.0,10741.0,1756052099999,10741.0659,30,659.0,659.0659,0
2025-08-24 16:15:00,1.0,1.0001,1.0,1.0,8786.0,1756052999999,8786.0586,25,586.0,586.0586,0
2025-08-24 16:30:00,1.0,1.0001,1.0,1.0,4200.0,1756053899999,4200.0401,23,401.0,401.0401,0
