openTime,open,high,low,close,volumn,closeTime,quote_volumn,count,taker_buy_volumn,taker_buy_quote_volumn,ignore
2025-08-24 11:30:00,3.7,3.72,3.7,3.7,18721.86,1756035899999,69377.1011,293,11955.69,44332.5568,0
2025-08-24 11:45:00,3.7,3.71,3.69,3.71,4547.74,1756036799999,16834.6495,178,2531.94,9378.7616,0
2025-08-24 12:00:00,3.7,3.72,3.69,3.7,8868.59,1756037699999,32857.5424,174,4855.52,18005.1697,0
2025-08-24 12:15:00,3.71,3.71,3.69,3.71,5013.82,1756038599999,18565.198,102,3028.45,11223.5044,0
2025-08-24 12:30:00,3.7,3.71,3.69,3.71,6793.93,1756039499999,25154.9835,127,3768.15,13964.6226,0
2025-08-24 12:45:00,3.7,3.72,3.69,3.71,3334.9,1756040399999,12352.2362,76,1357.87,5035.8085,0
2025-08-24 13:00:00,3.7,3.72,3.7,3.7,6812.74,1756041299999,25271.6329,72,1649.39,6125.0631,0
2025-08-24 13:15:00,3.7,3.73,3.7,3.73,5018.88,1756042199999,18641.4129,47,3474.14,12909.8948,0
2025-08-24 13:30:00,3.73,3.74,3.71,3.71,8459.68,1756043099999,31496.6469,134,3901.22,14557.7426,0
2025-08-24 13:45:00,3.71,3.72,3.7,3.72,2509.16,1756043999999,9316.0537,29,1300.46,4832.0423,0
2025-08-24 14:00:00,3.71,3.71,3.68,3.69,19135.05,1756044899999,70702.5238,251,5932.18,21935.3351,0
2025-08-24 14:15:00,3.7,3.71,3.69,3.69,16363.42,1756045799999,60576.7249,310,10446.08,38690.6487,0
2025-08-24 14:30:00,3.69,3.7,3.68,3.7,9702.3,1756046699999,35809.439,141,5118.89,18890.7933,0
2025-08-24 14:45:00,3.69,3.71,3.69,3.69,5002.89,1756047599999,18508.9327,58,1606.36,5943.8655,0
2025-08-24 15:00:00,3.7,3.74,3.69,3.72,6632.06,1756048499999,24633.0806,176,3953.34,14695.0995,0
2025-08-24 15:15:00,3.72,3.73,3.71,3.71,9430.04,1756049399999,35032.363,122,4573.29,17007.2118,0
2025-08-24 15:30:00,3.71,3.73,3.71,3.71,4888.56,1756050299999,18153.2384,60,1544.01,5735.3564,0
2025-08-24 15:45:00,3.71,3.71,3.68,3.7,7741.58,1756051199999,28610.3193,94,4160.71,15382.0128,0
2025-08-24 16:00:00,3.69,3.71,3.69,3.71,3448.1,1756052099999,12768.2337,100,1361.09,5040.8083,0
2025-08-24 16:15:00,3.7,3.7,3.68,3.69,4285.0,1756052999999,15813.9009,69,1375.27,5078.085,0
2025-08-24 16:30:00,3.69,3.71,3.67,3.7,5951.19,1756053899999,21951.2345,88,3122.71,11527.5172,0
2025-08-24 16:45:00,3.69,3.71,3.69,3.71,2887.89,1756054799999,10678.1376,44,1389.83,5141.736,0
2025-08-24 17:00:00,3.71,3.75,3.7,3.75,5023.06,1756055699999,18692.193,117,3953.06,14721.7842,0
2025-08-24 17:15:00,3.75,3.75,3.73,3.73,3886.79,1756056599999,14543.8158,79,1769.36,6625.6241,0
2025-08-24 17:30:00,3.74,3.8,3.73,3.79,12754.95,1756057499999,48209.4187,140,8662.81,32759.1435,0
2025-08-24 17:45:00,3.79,3.8,3.76,3.77,14404.65,1756058399999,54477.9303,269,6146.36,23242.4458,0
2025-08-24 18:00:00,3.78,3.81,3.77,3.81,16797.1,1756059299999,63587.7695,248,12997.8,49213.9016,0
2025-08-24 18:15:00,3.81,3.83,3.8,3.82,20838.72,1756060199999,79387.6355,251,6206.01,23686.1243,0
2025-08-24 18:30:00,3.83,3.86,3.82,3.85,7977.11,1756061099999,30628.2101,194,4385.42,16847.1991,0
2025-08-24 18:45:00,3.85,3.86,3.83,3.84,20520.56,1756061999999,78971.3339,217,13072.07,50336.1521,0
2025-08-24 19:00:00,3.84,3.87,3.84,3.87,8830.0,1756062899999,34103.6266,108,5382.2,20798.5404,0
2025-08-24 19:15:00,3.87,3.87,3.85,3.86,11940.64,1756063799999,46096.6384,164,6452.14,24931.2318,0
2025-08-24 19:30:00,3.86,3.87,3.69,3.79,106321.89,1756064699999,398345.0656,1912,48359.38,180951.991,0
2025-08-24 19:45:00,3.79,3.79,3.74,3.78,38973.31,1756065599999,146739.0801,708,19987.73,75233.5425,0
2025-08-24 20:00:00,3.77,3.78,3.7,3.74,41328.62,1756066499999,154351.2394,446,19188.92,71783.0258,0
2025-08-24 20:15:00,3.74,3.8,3.74,3.78,14682.64,1756067399999,55469.128,186,8645.86,32654.22,0
2025-08-24 20:30:00,3.79,3.8,3.76,3.8,5644.5,1756068299999,21334.6375,88,3266.66,12354.1935,0
2025-08-24 20:45:00,3.79,3.79,3.76,3.76,3573.77,1756069199999,13463.8852,67,1054.49,3970.6387,0
2025-08-24 21:00:00,3.77,3.77,3.72,3.76,11220.91,1756070099999,41990.4353,202,5198.44,19468.3004,0
2025-08-24 21:15:00,3.75,3.75,3.73,3.74,5336.41,1756070999999,19992.4882,60,2217.41,8311.0717,0
2025-08-24 21:30:00,3.74,3.76,3.74,3.75,4908.07,1756071899999,18434.0268,61,1761.32,6608.4276,0
2025-08-24 21:45:00,3.75,3.76,3.72,3.73,4065.89,1756072799999,15197.6833,69,1220.72,4563.4812,0
2025-08-24 22:00:00,3.73,3.74,3.71,3.72,5803.47,1756073699999,21597.4758,74,2881.27,10729.9563,0
2025-08-24 22:15:00,3.71,3.71,3.69,3.69,3254.46,1756074599999,12045.3084,80,1008.96,3733.2083,0
2025-08-24 22:30:00,3.69,3.71,3.68,3.71,6712.38,1756075499999,24780.7283,106,3711.35,13705.6256,0
2025-08-24 22:45:00,3.7,3.73,3.69,3.72,9798.54,1756076399999,36375.5499,79,3636.2,13513.3498,0
2025-08-24 23:00:00,3.72,3.73,3.71,3.72,8199.1,1756077299999,30506.024,79,3602.91,13406.4197,0
2025-08-24 23:15:00,3.72,3.73,3.72,3.72,1533.93,1756078199999,5709.9136,13,733.87,2733.6904,0
2025-08-24 23:30:00,3.72,3.72,3.71,3.71,2567.31,1756079099999,9537.7711,35,1615.25,6002.4225,0
2025-08-24 23:45:00,3.71,3.71,3.69,3.7,2284.5,1756079999999,8459.5758,34,923.85,3418.2655,0
2025-08-25 00:00:00,3.7,3.72,3.7,3.71,3806.7,1756080899999,14140.9985,48,1592.27,5912.7934,0
2025-08-25 00:15:00,3.71,3.71,3.68,3.69,3066.15,1756081799999,11321.7814,51,2284.02,8432.4271,0
2025-08-25 00:30:00,3.68,3.68,3.61,3.62,18673.51,1756082699999,68218.4804,278,7896.06,28812.2361,0
2025-08-25 00:45:00,3.62,3.65,3.62,3.65,6525.72,1756083599999,23710.1923,57,2267.71,8245.9388,0
2025-08-25 01:00:00,3.64,3.65,3.63,3.65,4706.27,1756084499999,17134.2046,47,2965.71,10798.919,0
2025-08-25 01:15:00,3.65,3.69,3.63,3.68,6316.77,1756085399999,23166.9942,105,3522.57,12894.0262,0
2025-08-25 01:30:00,3.67,3.68,3.66,3.67,1661.07,1756086299999,6098.4345,26,984.49,3615.6289,0
2025-08-25 01:45:00,3.66,3.69,3.66,3.67,3707.09,1756087199999,13610.4468,66,1616.08,5935.942,0
2025-08-25 02:00:00,3.67,3.68,3.66,3.68,6224.91,1756088099999,22888.148,76,1693.65,6228.0972,0
2025-08-25 02:15:00,3.68,3.71,3.68,3.69,6228.21,1756088999999,23008.7077,110,1427.58,5272.923,0
2025-08-25 02:30:00,3.69,3.7,3.69,3.7,4655.12,1756089899999,17208.3899,86,3892.14,14392.9937,0
2025-08-25 02:45:00,3.7,3.7,3.7,3.7,640.9,1756090799999,2371.33,10,52.28,193.436,0
2025-08-25 03:00:00,3.7,3.73,3.7,3.72,13444.29,1756091699999,49936.7075,155,9550.53,35483.7109,0
2025-08-25 03:15:00,3.72,3.73,3.7,3.7,5442.73,1756092599999,20199.3274,85,3455.81,12838.1542,0
2025-08-25 03:30:00,3.7,3.73,3.69,3.72,22995.29,1756093499999,85360.4335,369,17916.03,66515.2974,0
2025-08-25 03:45:00,3.71,3.71,3.69,3.69,2548.86,1756094399999,9427.8264,36,52.48,194.5797,0
2025-08-25 04:00:00,3.69,3.7,3.67,3.68,7161.46,1756095299999,26377.9353,90,2840.4,10460.6592,0
2025-08-25 04:15:00,3.68,3.7,3.67,3.68,7651.92,1756096199999,28177.1804,200,3810.8,14037.5894,0
2025-08-25 04:30:00,3.67,3.68,3.66,3.67,8349.98,1756097099999,30647.5065,87,4080.41,14978.3212,0
2025-08-25 04:45:00,3.67,3.68,3.66,3.67,4330.62,1756097999999,15867.0784,40,411.83,1511.4889,0
2025-08-25 05:00:00,3.66,3.67,3.64,3.64,6931.51,1756098899999,25327.951,177,1468.06,5363.661,0
2025-08-25 05:15:00,3.64,3.66,3.63,3.64,2158.32,1756099799999,7865.5231,78,1028.38,3749.5845,0
2025-08-25 05:30:00,3.64,3.64,3.63,3.64,2143.95,1756100699999,7802.4835,62,964.8,3511.8169,0
2025-08-25 05:45:00,3.64,3.64,3.61,3.62,5811.82,1756101599999,21082.6253,108,2049.55,7443.2309,0
2025-08-25 06:00:00,3.62,3.62,3.6,3.61,3519.78,1756102499999,12701.4721,72,1278.2,4614.6887,0
