openTime,datetime,open,high,low,close,volumn,closeTime,quote_volumn,trades,taker_base_volumn,taker_quote_volumn,ignore
1753974900000,2025-07-31 15:15:00,129.09,129.46,128.84,129.1,76.324,1753975799999,9854.75419,272,40.029,5171.99667,0
1753975800000,2025-07-31 15:30:00,129.3,129.88,129.09,129.69,69.853,1753976699999,9049.02177,236,48.651,6303.89472,0
1753976700000,2025-07-31 15:45:00,129.69,129.72,128.96,129.26,59.959,1753977599999,7748.04938,144,25.863,3341.69993,0
1753977600000,2025-07-31 16:00:00,129.03,129.59,128.85,129.59,137.968,1753978499999,17826.77492,272,82.021,10598.81601,0
1753978500000,2025-07-31 16:15:00,129.59,129.96,129.55,129.84,28.876,1753979399999,3746.52978,147,18.837,2444.59944,0
1753979400000,2025-07-31 16:30:00,129.66,130.62,129.6,130.35,87.461,1753980299999,11393.88584,223,42.36,5517.02461,0
1753980300000,2025-07-31 16:45:00,130.33,130.48,129.72,129.92,57.914,1753981199999,7533.45158,206,21.583,2809.07273,0
1753981200000,2025-07-31 17:00:00,129.91,130.15,129.22,129.5,54.686,1753982099999,7093.66531,229,23.386,3036.07279,0
1753982100000,2025-07-31 17:15:00,129.45,129.51,128.84,128.97,116.794,1753982999999,15090.00255,184,61.944,8002.13614,0
1753983000000,2025-07-31 17:30:00,128.84,129.34,128.66,128.84,37.727,1753983899999,4867.09345,138,20.085,2593.08946,0
1753983900000,2025-07-31 17:45:00,128.84,129.09,128.45,128.45,24.422,1753984799999,3144.01942,92,8.992,1158.79198,0
1753984800000,2025-07-31 18:00:00,128.58,128.69,128.0,128.05,30.847,1753985699999,3959.51445,124,11.748,1509.60547,0
1753985700000,2025-07-31 18:15:00,128.19,128.58,127.96,128.58,19.217,1753986599999,2464.65178,118,13.136,1685.54966,0
1753986600000,2025-07-31 18:30:00,128.39,128.58,128.32,128.45,9.329,1753987499999,1198.10045,65,3.555,457.00089,0
1753987500000,2025-07-31 18:45:00,128.63,128.63,128.19,128.26,6.7,1753988399999,860.14148,46,1.475,189.54721,0
1753988400000,2025-07-31 19:00:00,128.43,128.45,128.1,128.1,11.165,1753989299999,1432.0095,64,4.057,520.79248,0
1753989300000,2025-07-31 19:15:00,128.1,128.19,127.99,128.18,3.853,1753990199999,493.50893,45,1.875,240.28398,0
1753990200000,2025-07-31 19:30:00,128.0,128.15,127.93,128.11,4.798,1753991099999,614.18208,53,1.618,207.28901,0
1753991100000,2025-07-31 19:45:00,128.09,128.15,127.63,127.83,17.271,1753991999999,2207.52036,93,3.717,475.49962,0
1753992000000,2025-07-31 20:00:00,127.66,127.92,127.0,127.4,102.948,1753992899999,13124.42064,210,33.34,4248.84988,0
1753992900000,2025-07-31 20:15:00,127.23,127.41,127.06,127.3,8.884,1753993799999,1130.33361,80,3.017,384.22581,0
1753993800000,2025-07-31 20:30:00,127.27,127.6,127.05,127.22,27.63,1753994699999,3518.48847,110,13.594,1731.91877,0
1753994700000,2025-07-31 20:45:00,127.06,127.27,127.05,127.06,3.159,1753995599999,401.71683,46,1.723,219.23764,0
1753995600000,2025-07-31 21:00:00,127.06,127.57,126.95,127.02,56.913,1753996499999,7244.74647,139,34.971,4455.73763,0
1753996500000,2025-07-31 21:15:00,127.02,127.3,126.94,127.29,45.228,1753997399999,5754.11889,77,40.841,5196.85643,0
1753997400000,2025-07-31 21:30:00,127.04,127.67,127.04,127.43,38.592,1753998299999,4919.43167,39,36.236,4619.22556,0
1753998300000,2025-07-31 21:45:00,127.43,127.59,126.57,126.74,48.721,1753999199999,6184.7056,132,12.569,1594.4485,0
1753999200000,2025-07-31 22:00:00,126.88,126.88,126.44,126.64,17.951,1754000099999,2272.44845,86,6.423,813.21194,0
1754000100000,2025-07-31 22:15:00,126.63,126.79,126.35,126.55,19.613,1754000999999,2482.41396,95,7.652,969.47507,0
1754001000000,2025-07-31 22:30:00,126.55,126.75,126.35,126.35,24.649,1754001899999,3119.18743,98,8.054,1019.79841,0
1754001900000,2025-07-31 22:45:00,126.36,126.9,126.32,126.48,80.598,1754002799999,10208.10802,165,50.833,6442.12152,0
1754002800000,2025-07-31 23:00:00,126.64,126.92,126.32,126.79,46.489,1754003699999,5882.04743,126,18.813,2382.95618,0
1754003700000,2025-07-31 23:15:00,126.6,126.79,126.44,126.5,8.59,1754004599999,1087.51943,63,2.666,337.81976,0
1754004600000,2025-07-31 23:30:00,126.65,126.65,126.07,126.09,85.682,1754005499999,10823.50346,139,3.063,387.2557,0
1754005500000,2025-07-31 23:45:00,126.1,126.25,125.88,125.88,17.677,1754006399999,2228.59123,94,8.567,1080.6547,0
1754006400000,2025-08-01 00:00:00,126.01,126.19,125.13,125.25,47.311,1754007299999,5943.97945,248,9.316,1172.11922,0
1754007300000,2025-08-01 00:15:00,125.25,126.05,124.93,125.29,62.257,1754008199999,7811.92303,197,28.433,3569.5097,0
1754008200000,2025-08-01 00:30:00,125.29,125.81,125.16,125.16,30.404,1754009099999,3813.81886,124,13.328,1672.92605,0
1754009100000,2025-08-01 00:45:00,125.29,125.41,124.2,125.33,92.09,1754009999999,11490.28279,241,42.044,5251.04465,0
1754010000000,2025-08-01 01:00:00,125.33,125.55,124.91,124.91,44.807,1754010899999,5608.399,89,6.712,841.82844,0
1754010900000,2025-08-01 01:15:00,125.09,125.68,124.79,125.5,33.119,1754011799999,4144.75307,77,27.921,3494.85482,0
1754011800000,2025-08-01 01:30:00,125.49,125.94,125.03,125.45,60.423,1754012699999,7581.53382,147,21.669,2719.31145,0
1754012700000,2025-08-01 01:45:00,125.55,125.73,125.29,125.43,17.027,1754013599999,2137.53709,63,10.319,1295.61596,0
1754013600000,2025-08-01 02:00:00,125.5,126.06,125.22,125.99,60.266,1754014499999,7577.22193,133,40.102,5046.37517,0
1754014500000,2025-08-01 02:15:00,125.84,126.55,125.67,125.94,98.761,1754015399999,12440.94377,131,47.742,6014.68569,0
1754015400000,2025-08-01 02:30:00,126.01,126.43,125.68,126.08,27.723,1754016299999,3494.47621,95,16.029,2020.92734,0
1754016300000,2025-08-01 02:45:00,126.08,126.43,125.95,126.19,12.879,1754017199999,1625.51411,55,8.162,1030.65873,0
1754017200000,2025-08-01 03:00:00,126.43,126.43,125.94,125.99,12.285,1754018099999,1549.83728,68,2.824,356.67086,0
1754018100000,2025-08-01 03:15:00,125.99,126.55,125.82,126.54,15.979,1754018999999,2015.70302,79,12.789,1613.85653,0
1754019000000,2025-08-01 03:30:00,126.4,126.5,125.94,126.24,23.139,1754019899999,2920.73111,95,11.173,1410.21844,0
1754019900000,2025-08-01 03:45:00,126.4,126.55,125.82,126.06,28.823,1754020799999,3635.25869,67,4.2,530.21476,0
1754020800000,2025-08-01 04:00:00,126.06,126.07,125.68,125.69,11.684,1754021699999,1470.89231,61,2.98,375.31808,0
1754021700000,2025-08-01 04:15:00,125.86,125.92,125.68,125.71,6.464,1754022599999,813.16467,62,3.177,399.9367,0
1754022600000,2025-08-01 04:30:00,125.72,125.93,125.68,125.69,5.056,1754023499999,636.01122,55,2.388,300.6169,0
1754023500000,2025-08-01 04:45:00,125.69,125.86,125.55,125.61,5.188,1754024399999,652.10857,53,2.521,317.07141,0
1754024400000,2025-08-01 05:00:00,125.78,125.8,125.55,125.8,8.661,1754025299999,1088.2386,77,3.326,418.26098,0
1754025300000,2025-08-01 05:15:00,125.8,125.93,125.49,125.7,26.744,1754026199999,3361.15534,89,20.36,2559.33485,0
1754026200000,2025-08-01 05:30:00,125.89,125.94,125.42,125.86,20.835,1754027099999,2618.13813,99,10.048,1263.32747,0
1754027100000,2025-08-01 05:45:00,125.68,125.68,125.29,125.29,41.935,1754027999999,5261.30819,73,16.365,2052.97545,0
1754028000000,2025-08-01 06:00:00,125.43,125.81,124.68,124.91,50.097,1754028899999,6271.29765,178,14.459,1811.92953,0
1754028900000,2025-08-01 06:15:00,125.03,125.51,124.67,124.8,110.858,1754029799999,13863.10924,180,33.962,4249.8078,0
1754029800000,2025-08-01 06:30:00,124.85,125.16,124.79,124.9,15.578,1754030699999,1946.27793,68,7.55,943.48332,0
1754030700000,2025-08-01 06:45:00,124.79,125.59,124.68,125.37,32.51,1754031599999,4070.27125,133,21.506,2693.11443,0
1754031600000,2025-08-01 07:00:00,125.37,125.67,124.79,124.93,45.37,1754032499999,5683.79908,156,26.362,3304.41427,0
1754032500000,2025-08-01 07:15:00,124.94,125.28,124.67,124.83,41.156,1754033399999,5143.56918,173,14.368,1797.1938,0
